id_pelanggan,gender,status_member,level_loyalitas,kota,kategori_produk,usia,lama_member_bln,jumlah_transaksi,total_klik,rata_rating,total_belanja
CUST0487,Laki-laki,Member,Gold,Medan,Travel,41.0,59.0,97.0,386.0,,45084.55
CUST0488,Perempuan,Non-Member,Bronze,Malang,Mainan Anak,54.0,38.0,8.0,33.0,4.4,5005.16
CUST0489,Laki-laki,Non-Member,Bronze,Bandung,Travel,35.0,2.0,59.0,238.0,4.4,14994.05
CUST0490,Laki-laki,Member,Bronze,Jakarta,Perabot Rumah,50.0,39.0,93.0,377.0,4.2,28925.12
CUST0491,Laki-laki,Non-Member,Gold,Tangerang,Fashion,38.0,18.0,39.0,150.0,2.5,15635.15
CUST0492,Laki-laki,Member,Bronze,Malang,Fashion,39.0,71.0,12.0,49.0,2.6,7327.06
CUST0493,Laki-laki,Member,Bronze,Palembang,Otomotif,59.0,76.0,60.0,233.0,4.9,21554.19
CUST0494,Laki-laki,Member,Silver,Bogor,Gaming,41.0,28.0,65.0,268.0,2.7,24342.15
CUST0495,Laki-laki,Member,Silver,Bandung,Makanan,,58.0,118.0,470.0,3.4,43837.69
CUST0496,Perempuan,Non-Member,Silver,Batam,Kesehatan,55.0,0.0,45.0,187.0,4.9,13803.62
CUST0497,Perempuan,Member,Bronze,Pekanbaru,Otomotif,48.0,35.0,101.0,405.0,,30763.44
CUST0498,Laki-laki,Member,Bronze,Pekanbaru,Gaming,,66.0,46.0,192.0,4.7,16866.05
CUST0499,Perempuan,Member,Gold,Jakarta,Mainan Anak,25.0,80.0,80.0,323.0,,38720.01
CUST0500,Laki-laki,Member,Bronze,Yogyakarta,Otomotif,50.0,36.0,88.0,340.0,3.4,111146.0
CUST0501,Perempuan,Non-Member,Bronze,Pekanbaru,Makanan,53.0,79.0,108.0,432.0,4.8,31642.33
CUST0502,Laki-laki,Non-Member,Silver,Bekasi,Travel,53.0,83.0,37.0,149.0,4.2,15643.98
CUST0503,Perempuan,Non-Member,Silver,Jakarta,Travel,29.0,18.0,28.0,112.0,4.1,9475.14
CUST0504,Perempuan,Member,Bronze,Bandung,Makanan,24.0,19.0,18.0,72.0,,6865.5
CUST0505,Laki-laki,Member,Bronze,Surabaya,Fashion,48.0,16.0,6.0,25.0,3.5,3251.68
CUST0506,Perempuan,Member,Silver,Jakarta,Perabot Rumah,37.0,76.0,81.0,308.0,4.6,32093.04
CUST0507,Perempuan,Non-Member,Silver,Surabaya,Buku,38.0,51.0,36.0,138.0,4.0,13266.36
CUST0508,Laki-laki,Member,Silver,Semarang,Travel,36.0,33.0,83.0,323.0,,30205.1
CUST0509,Perempuan,Member,Bronze,Yogyakarta,Perabot Rumah,56.0,59.0,107.0,431.0,3.6,34474.09
CUST0510,Laki-laki,Member,Silver,Bandung,Mainan Anak,56.0,14.0,84.0,319.0,3.1,30030.88
CUST0511,Perempuan,Member,Gold,Bogor,Travel,26.0,82.0,11.0,43.0,4.4,9079.55
CUST0512,Laki-laki,Member,Bronze,Depok,Perabot Rumah,32.0,25.0,119.0,463.0,4.0,35735.5
CUST0513,Laki-laki,Non-Member,Silver,Semarang,Olahraga,28.0,42.0,8.0,33.0,4.8,5038.49
CUST0514,Perempuan,Non-Member,Platinum,Pekanbaru,Olahraga,23.0,54.0,41.0,166.0,,22831.17
CUST0515,Laki-laki,Member,Platinum,Yogyakarta,Makanan,26.0,48.0,78.0,302.0,4.1,46957.66
CUST0516,Laki-laki,Member,Bronze,Bandung,Buku,30.0,60.0,45.0,184.0,3.6,16325.32
CUST0517,Perempuan,Member,Gold,Batam,Perabot Rumah,18.0,37.0,9.0,35.0,4.3,5999.92
CUST0518,Perempuan,Member,Platinum,Bandung,Fashion,26.0,65.0,77.0,294.0,3.4,86718.0
CUST0519,Perempuan,Non-Member,Bronze,Pekanbaru,Elektronik,19.0,42.0,82.0,315.0,3.0,22716.53
CUST0520,Perempuan,Non-Member,Platinum,Batam,Gaming,33.0,57.0,41.0,163.0,4.4,23571.23
CUST0521,Laki-laki,Non-Member,Platinum,Batam,Olahraga,32.0,21.0,83.0,323.0,4.2,42655.45
CUST0522,Perempuan,Non-Member,Bronze,Medan,Kesehatan,46.0,,4.0,16.0,2.7,4606.55
CUST0523,Perempuan,Member,Silver,Palembang,Perabot Rumah,33.0,63.0,110.0,436.0,4.2,133813.0
CUST0524,Perempuan,Member,Silver,Bandung,Otomotif,19.0,33.0,60.0,233.0,3.1,23186.85
CUST0525,Laki-laki,Member,Bronze,Palembang,Fashion,39.0,67.0,89.0,371.0,4.9,29166.05
CUST0526,Laki-laki,Non-Member,Platinum,Palembang,Gaming,38.0,55.0,38.0,151.0,4.6,22354.82
CUST0527,Perempuan,Member,Bronze,Jakarta,Gaming,51.0,62.0,2.0,8.0,4.4,4258.97
CUST0528,Laki-laki,Member,Bronze,Semarang,Olahraga,59.0,13.0,102.0,411.0,2.5,162924.0
CUST0529,Perempuan,Non-Member,Platinum,Bogor,Mainan Anak,,10.0,56.0,218.0,3.9,28541.69
CUST0530,Perempuan,Member,Bronze,Surabaya,Kesehatan,,71.0,100.0,400.0,3.6,32634.87
CUST0531,Perempuan,Member,Bronze,Palembang,Kecantikan,52.0,9.0,67.0,271.0,4.0,20414.74
CUST0532,Laki-laki,Member,Gold,Medan,Mainan Anak,40.0,24.0,73.0,298.0,3.7,33086.17
CUST0533,Laki-laki,Non-Member,Platinum,Surabaya,Olahraga,35.0,64.0,118.0,482.0,2.9,62664.51
CUST0534,Perempuan,Non-Member,Bronze,Yogyakarta,Gaming,21.0,23.0,15.0,59.0,3.1,4675.93
CUST0535,Perempuan,Member,Bronze,Tangerang,Makanan,42.0,21.0,37.0,152.0,3.9,11203.24
CUST0536,Laki-laki,Member,Bronze,Yogyakarta,Perabot Rumah,47.0,75.0,25.0,98.0,4.6,11709.21
CUST0537,Laki-laki,Non-Member,Silver,Makassar,Kecantikan,56.0,36.0,60.0,239.0,2.7,20276.56
CUST0538,Laki-laki,Member,Gold,Palembang,Kecantikan,34.0,65.0,117.0,489.0,3.8,53691.94
CUST0539,Perempuan,Member,Silver,Depok,Perabot Rumah,59.0,21.0,17.0,65.0,4.4,7410.12
CUST0540,Laki-laki,Non-Member,Platinum,Pekanbaru,Kesehatan,41.0,5.0,45.0,177.0,3.7,22929.49
CUST0541,Laki-laki,Non-Member,Bronze,Palembang,Kecantikan,46.0,25.0,7.0,27.0,4.5,3350.43
CUST0542,Perempuan,Member,Gold,Semarang,Kecantikan,34.0,14.0,19.0,80.0,3.7,9123.88
CUST0543,Laki-laki,Non-Member,Bronze,Bekasi,Otomotif,48.0,38.0,19.0,72.0,3.9,6362.66
CUST0544,Laki-laki,Member,Bronze,Tangerang,Makanan,19.0,37.0,71.0,284.0,4.8,22531.22
CUST0545,Laki-laki,Non-Member,Bronze,Bogor,Elektronik,26.0,59.0,8.0,33.0,3.6,5294.2
CUST0546,Perempuan,Member,Bronze,Palembang,Gaming,,50.0,107.0,444.0,3.0,33014.05
CUST0547,Laki-laki,Non-Member,Bronze,Tangerang,Mainan Anak,38.0,25.0,22.0,87.0,2.6,6916.24
CUST0548,Laki-laki,Member,Silver,Palembang,Kecantikan,54.0,54.0,1.0,4.0,3.8,4109.73
CUST0549,Perempuan,Non-Member,Bronze,Batam,Fashion,27.0,2.0,88.0,369.0,5.0,22494.4
CUST0550,Perempuan,Member,Bronze,Semarang,Kecantikan,40.0,,6.0,24.0,3.8,3707.31
CUST0551,Laki-laki,Member,Silver,Jakarta,Travel,47.0,75.0,65.0,266.0,3.1,26871.06
CUST0552,Laki-laki,Member,Gold,Tangerang,Gaming,28.0,51.0,98.0,396.0,4.8,45192.15
CUST0553,Perempuan,Non-Member,Silver,Makassar,Kesehatan,47.0,28.0,72.0,278.0,2.7,23369.45
CUST0554,Laki-laki,Non-Member,Bronze,Batam,Perabot Rumah,58.0,27.0,87.0,351.0,5.0,23535.81
CUST0555,Laki-laki,Member,Silver,Malang,Gaming,33.0,15.0,44.0,170.0,4.0,16319.01
CUST0556,Perempuan,Member,Bronze,Pekanbaru,Makanan,56.0,,49.0,198.0,3.6,15704.72
CUST0557,Perempuan,Member,Silver,Bekasi,Perabot Rumah,20.0,0.0,62.0,240.0,4.9,21717.86
CUST0558,Laki-laki,Non-Member,Bronze,Depok,Makanan,47.0,62.0,69.0,265.0,4.1,20954.54
CUST0559,Laki-laki,Member,Silver,Malang,Buku,34.0,11.0,45.0,182.0,4.1,16407.57
CUST0560,Laki-laki,Non-Member,Silver,Pekanbaru,Olahraga,47.0,56.0,2.0,8.0,4.6,4158.4
CUST0561,Perempuan,Member,Gold,Bandung,Fashion,18.0,69.0,115.0,444.0,4.9,53224.42
CUST0562,Perempuan,Non-Member,Bronze,Makassar,Otomotif,25.0,29.0,118.0,465.0,3.9,31436.95
CUST0563,Perempuan,Member,Gold,Jakarta,Elektronik,52.0,63.0,118.0,478.0,,54369.46
CUST0564,Laki-laki,Member,Silver,Makassar,Fashion,40.0,55.0,35.0,141.0,2.8,15114.2
CUST0565,Laki-laki,Member,Silver,Tangerang,Mainan Anak,47.0,17.0,52.0,202.0,4.8,19112.1
CUST0566,Perempuan,Member,Bronze,Semarang,Kesehatan,30.0,8.0,26.0,107.0,2.7,8033.28
CUST0567,Laki-laki,Member,Gold,Malang,Gaming,27.0,43.0,51.0,199.0,4.2,24802.56
CUST0568,Laki-laki,Non-Member,Bronze,Yogyakarta,Kecantikan,23.0,65.0,64.0,262.0,3.5,19608.69
CUST0569,Perempuan,Member,Bronze,Bogor,Gaming,53.0,38.0,94.0,367.0,2.7,29701.91
CUST0570,Laki-laki,Non-Member,Gold,Yogyakarta,Mainan Anak,41.0,44.0,47.0,184.0,3.7,20328.89
CUST0571,Laki-laki,Member,Silver,Tangerang,Kesehatan,55.0,3.0,18.0,69.0,5.0,156364.0
CUST0572,Perempuan,Non-Member,Platinum,Pekanbaru,Makanan,46.0,57.0,27.0,108.0,3.8,17060.18
CUST0573,Perempuan,Member,Silver,Makassar,Makanan,,39.0,70.0,289.0,4.5,26396.01
CUST0574,Laki-laki,Non-Member,Bronze,Semarang,Kesehatan,,,32.0,134.0,4.1,8436.82
CUST0575,Perempuan,Member,Bronze,Medan,Otomotif,,26.0,87.0,332.0,2.8,26784.0
CUST0576,Laki-laki,Member,Silver,Medan,Kecantikan,49.0,49.0,39.0,161.0,3.3,16662.29
CUST0577,Laki-laki,Non-Member,Bronze,Medan,Gaming,56.0,65.0,64.0,246.0,2.8,19643.76
CUST0578,Perempuan,Member,Bronze,Jakarta,Fashion,33.0,83.0,93.0,359.0,3.7,165700.0
CUST0579,Laki-laki,Member,Gold,Yogyakarta,Buku,55.0,3.0,91.0,356.0,4.5,39903.84
CUST0580,Perempuan,Non-Member,Bronze,Pekanbaru,Gaming,36.0,39.0,43.0,165.0,3.8,13487.12
CUST0581,Perempuan,Non-Member,Silver,Batam,Olahraga,25.0,80.0,11.0,43.0,3.1,7514.03
CUST0582,Laki-laki,Non-Member,Gold,Makassar,Olahraga,,77.0,49.0,195.0,2.5,23245.85
CUST0583,Perempuan,Non-Member,Gold,Medan,Fashion,18.0,3.0,32.0,128.0,3.2,12414.03
CUST0584,Perempuan,Non-Member,Platinum,Malang,Buku,,65.0,11.0,46.0,4.5,9985.76
CUST0585,Perempuan,Non-Member,Silver,Bandung,Kecantikan,24.0,57.0,84.0,338.0,2.8,28045.67
CUST0586,Perempuan,Member,Gold,Depok,Makanan,35.0,26.0,44.0,168.0,4.9,21060.68
CUST0587,Perempuan,Non-Member,Bronze,Bandung,Makanan,30.0,,42.0,172.0,3.0,12044.93
CUST0588,Laki-laki,Non-Member,Silver,Malang,Fashion,18.0,48.0,31.0,121.0,4.6,11917.14
CUST0589,Perempuan,Non-Member,Bronze,Yogyakarta,Fashion,38.0,4.0,35.0,140.0,,9787.49
CUST0590,Laki-laki,Member,Silver,Palembang,Travel,51.0,80.0,84.0,347.0,4.8,33949.0
CUST0591,Laki-laki,Member,Bronze,Bandung,Mainan Anak,27.0,83.0,21.0,84.0,2.9,10274.37
CUST0592,Laki-laki,Non-Member,Bronze,Jakarta,Perabot Rumah,21.0,49.0,108.0,421.0,,29675.26
CUST0593,Laki-laki,Non-Member,Silver,Batam,Kecantikan,30.0,6.0,20.0,82.0,2.8,6715.57
CUST0594,Laki-laki,Member,Silver,Bekasi,Otomotif,43.0,73.0,72.0,284.0,2.6,29270.48
CUST0595,Perempuan,Member,Bronze,Palembang,Perabot Rumah,51.0,56.0,71.0,297.0,4.8,23399.69
CUST0596,Perempuan,Non-Member,Gold,Surabaya,Mainan Anak,,5.0,78.0,317.0,4.4,30395.12
CUST0597,Perempuan,Member,Platinum,Palembang,Kecantikan,38.0,4.0,107.0,424.0,2.8,61829.5
CUST0598,Perempuan,Non-Member,Bronze,Yogyakarta,Fashion,20.0,29.0,96.0,382.0,3.4,25967.13
CUST0599,Perempuan,Non-Member,Bronze,Semarang,Olahraga,23.0,77.0,68.0,276.0,2.8,20768.35
CUST0600,Laki-laki,Member,Silver,Semarang,Perabot Rumah,25.0,11.0,116.0,479.0,4.8,40924.65
CUST0601,Laki-laki,Non-Member,Bronze,Bogor,Travel,42.0,75.0,39.0,160.0,3.5,13516.21
CUST0602,Perempuan,Member,Bronze,Bekasi,Otomotif,30.0,13.0,8.0,33.0,4.5,3708.99
CUST0603,Perempuan,Non-Member,Silver,Bekasi,Makanan,23.0,75.0,9.0,36.0,3.1,6638.45
CUST0604,Perempuan,Non-Member,Silver,Jakarta,Perabot Rumah,38.0,,49.0,192.0,3.1,18380.95
CUST0605,Laki-laki,Non-Member,Bronze,Bekasi,Kecantikan,20.0,18.0,49.0,201.0,3.5,13368.69
CUST0606,Perempuan,Non-Member,Bronze,Bandung,Kesehatan,50.0,76.0,10.0,39.0,2.7,6808.21
CUST0607,Perempuan,Member,Gold,Palembang,Mainan Anak,23.0,,68.0,270.0,2.9,34062.34
CUST0608,Laki-laki,Non-Member,Gold,Medan,Travel,43.0,72.0,45.0,181.0,2.9,20810.37
CUST0609,Laki-laki,Non-Member,Platinum,Bekasi,Elektronik,40.0,4.0,14.0,59.0,4.3,7253.89
CUST0610,Laki-laki,Non-Member,Bronze,Palembang,Kesehatan,48.0,42.0,42.0,165.0,2.5,12914.8
CUST0611,Laki-laki,Member,Bronze,Pekanbaru,Gaming,23.0,42.0,10.0,42.0,3.9,5019.03
CUST0612,Laki-laki,Member,Bronze,Pekanbaru,Kesehatan,40.0,22.0,14.0,53.0,4.5,5739.2
CUST0613,Perempuan,Member,Silver,Batam,Travel,41.0,62.0,116.0,457.0,4.2,44185.21
CUST0614,Perempuan,Member,Bronze,Surabaya,Buku,25.0,10.0,61.0,250.0,3.1,18488.94
CUST0615,Perempuan,Non-Member,Silver,Surabaya,Kecantikan,27.0,54.0,40.0,166.0,2.5,14886.2
CUST0616,Perempuan,Member,Platinum,Surabaya,Elektronik,22.0,56.0,33.0,134.0,4.6,109926.0
CUST0617,Laki-laki,Member,Silver,Batam,Otomotif,37.0,60.0,45.0,175.0,,18662.27
CUST0618,Perempuan,Member,Bronze,Semarang,Makanan,28.0,9.0,51.0,211.0,3.7,15354.31
CUST0619,Perempuan,Member,Silver,Semarang,Elektronik,32.0,15.0,23.0,89.0,4.2,9196.87
CUST0620,Laki-laki,Member,Bronze,Surabaya,Perabot Rumah,33.0,54.0,66.0,259.0,4.1,22428.24
CUST0621,Perempuan,Member,Bronze,Depok,Fashion,55.0,4.0,44.0,180.0,2.7,13071.42
CUST0622,Laki-laki,Member,Gold,Surabaya,Gaming,38.0,11.0,72.0,279.0,2.8,31264.44
CUST0623,Perempuan,Member,Gold,Bekasi,Otomotif,25.0,67.0,53.0,222.0,2.6,26449.48
CUST0624,Perempuan,Member,Bronze,Bandung,Kesehatan,31.0,78.0,113.0,466.0,3.2,36669.99
CUST0625,Laki-laki,Member,Silver,Bandung,Buku,24.0,68.0,107.0,422.0,4.2,40959.97
CUST0626,Perempuan,Member,Bronze,Bekasi,Elektronik,19.0,50.0,114.0,460.0,5.0,35189.49
CUST0627,Laki-laki,Member,Silver,Bekasi,Fashion,26.0,,33.0,138.0,,15159.27
CUST0628,Perempuan,Non-Member,Bronze,Bandung,Fashion,40.0,66.0,11.0,46.0,4.9,6912.5
CUST0629,Laki-laki,Member,Bronze,Tangerang,Gaming,26.0,,72.0,284.0,4.0,22692.62
CUST0630,Perempuan,Member,Silver,Palembang,Perabot Rumah,23.0,52.0,61.0,250.0,3.9,24382.92
CUST0631,Laki-laki,Non-Member,Bronze,Medan,Otomotif,38.0,45.0,11.0,45.0,3.3,4945.52
CUST0632,Perempuan,Non-Member,Silver,Palembang,Perabot Rumah,44.0,83.0,60.0,237.0,3.6,22665.96
CUST0633,Perempuan,Non-Member,Bronze,Surabaya,Gaming,21.0,42.0,42.0,166.0,,12720.15
CUST0634,Perempuan,Non-Member,Gold,Medan,Fashion,50.0,75.0,70.0,270.0,4.1,30714.7
CUST0635,Laki-laki,Member,Bronze,Bekasi,Kesehatan,51.0,0.0,76.0,294.0,3.5,22511.51
CUST0636,Laki-laki,Member,Bronze,Bogor,Otomotif,20.0,62.0,82.0,339.0,4.2,26498.63
CUST0637,Perempuan,Member,Silver,Jakarta,Kesehatan,55.0,39.0,14.0,58.0,2.5,7331.56
CUST0638,Perempuan,Member,Bronze,Semarang,Buku,31.0,67.0,78.0,326.0,3.8,26262.42
CUST0639,Laki-laki,Non-Member,Gold,Semarang,Elektronik,28.0,68.0,68.0,276.0,3.5,29001.38
CUST0640,Laki-laki,Non-Member,Bronze,Malang,Makanan,52.0,4.0,26.0,106.0,3.6,7345.2
CUST0641,Perempuan,Member,Platinum,Pekanbaru,Makanan,33.0,56.0,1.0,4.0,3.5,4133.84
CUST0642,Laki-laki,Member,Silver,Tangerang,Gaming,46.0,54.0,115.0,459.0,3.3,42476.23
CUST0643,Perempuan,Member,Silver,Depok,Mainan Anak,47.0,70.0,82.0,328.0,4.9,33122.69
CUST0644,Perempuan,Member,Silver,Surabaya,Gaming,22.0,44.0,11.0,45.0,4.0,5802.67
CUST0645,Laki-laki,Member,Gold,Semarang,Perabot Rumah,50.0,65.0,103.0,407.0,3.4,48261.32
CUST0646,Perempuan,Member,Silver,Semarang,Buku,28.0,45.0,58.0,221.0,,21964.83
CUST0647,Laki-laki,Non-Member,Silver,Palembang,Fashion,24.0,64.0,69.0,284.0,3.6,24001.02
CUST0648,Perempuan,Member,Silver,Palembang,Perabot Rumah,46.0,49.0,116.0,479.0,4.4,43136.0
CUST0649,Perempuan,Member,Silver,Palembang,Otomotif,53.0,13.0,5.0,19.0,3.5,3203.66
CUST0650,Laki-laki,Non-Member,Silver,Bekasi,Makanan,44.0,45.0,45.0,180.0,4.3,16237.37
CUST0651,Perempuan,Non-Member,Bronze,Palembang,Kecantikan,45.0,28.0,24.0,97.0,3.5,7915.33
CUST0652,Laki-laki,Member,Silver,Bandung,Elektronik,34.0,72.0,47.0,179.0,,20499.47
CUST0653,Perempuan,Non-Member,Gold,Bandung,Perabot Rumah,50.0,3.0,90.0,369.0,3.1,34204.05
CUST0654,Perempuan,Member,Silver,Jakarta,Makanan,18.0,64.0,15.0,62.0,3.4,8850.44
CUST0655,Perempuan,Member,Bronze,Yogyakarta,Elektronik,,69.0,104.0,433.0,4.5,33899.68
CUST0656,Perempuan,Member,Bronze,Bandung,Buku,18.0,67.0,69.0,264.0,3.9,23394.07
CUST0657,Perempuan,Member,Silver,Medan,Makanan,52.0,37.0,88.0,344.0,3.3,33256.22
CUST0658,Laki-laki,Member,Gold,Medan,Otomotif,29.0,6.0,72.0,290.0,2.8,31791.12
CUST0659,Laki-laki,Member,Bronze,Surabaya,Perabot Rumah,31.0,66.0,62.0,236.0,3.6,21460.03
CUST0660,Laki-laki,Non-Member,Silver,Malang,Fashion,45.0,77.0,86.0,339.0,3.4,30218.62
CUST0661,Laki-laki,Member,Gold,Yogyakarta,Fashion,54.0,38.0,15.0,61.0,4.8,9179.36
CUST0662,Laki-laki,Member,Silver,Bandung,Fashion,54.0,0.0,68.0,275.0,,23563.26
CUST0663,Laki-laki,Member,Platinum,Semarang,Buku,44.0,18.0,50.0,199.0,3.5,29963.92
CUST0664,Laki-laki,Member,Bronze,Bandung,Olahraga,39.0,54.0,2.0,8.0,4.6,3858.2
CUST0665,Laki-laki,Non-Member,Gold,Depok,Kecantikan,31.0,69.0,56.0,224.0,4.2,24899.06
CUST0666,Perempuan,Member,Silver,Batam,Perabot Rumah,42.0,83.0,73.0,278.0,4.3,29554.36
CUST0667,Perempuan,Member,Silver,Tangerang,Buku,46.0,33.0,45.0,183.0,2.8,17617.99
CUST0668,Perempuan,Member,Bronze,Palembang,Mainan Anak,23.0,40.0,119.0,474.0,3.5,36651.65
CUST0669,Laki-laki,Member,Silver,Palembang,Makanan,18.0,20.0,66.0,254.0,4.5,23929.94
CUST0670,Perempuan,Non-Member,Bronze,Bekasi,Elektronik,56.0,73.0,50.0,195.0,2.9,17077.31
CUST0671,Perempuan,Non-Member,Gold,Bekasi,Makanan,49.0,14.0,29.0,115.0,3.8,12118.55
CUST0672,Laki-laki,Member,Bronze,Malang,Fashion,53.0,21.0,37.0,148.0,4.9,12320.47
CUST0673,Perempuan,Non-Member,Silver,Malang,Kesehatan,22.0,67.0,98.0,373.0,3.7,32745.96
CUST0674,Perempuan,Member,Silver,Tangerang,Mainan Anak,28.0,42.0,84.0,333.0,3.8,31379.05
CUST0675,Perempuan,Member,Silver,Jakarta,Fashion,37.0,4.0,46.0,181.0,4.2,16550.07
CUST0676,Laki-laki,Member,Bronze,Bekasi,Buku,37.0,45.0,51.0,203.0,3.7,16723.17
CUST0677,Laki-laki,Member,Silver,Semarang,Makanan,37.0,14.0,59.0,242.0,2.7,21757.62
CUST0678,Laki-laki,Non-Member,Bronze,Batam,Buku,30.0,,26.0,105.0,,9902.28
CUST0679,Perempuan,Member,Bronze,Semarang,Buku,30.0,44.0,41.0,168.0,3.6,13987.55
CUST0680,Laki-laki,Non-Member,Silver,Makassar,Kesehatan,54.0,62.0,93.0,367.0,3.7,31713.67
CUST0681,Laki-laki,Member,Platinum,Makassar,Makanan,21.0,44.0,1.0,4.0,4.0,2614.67
CUST0682,Perempuan,Member,Gold,Batam,Olahraga,22.0,65.0,15.0,58.0,2.9,9499.26
CUST0683,Laki-laki,Member,Silver,Bekasi,Gaming,20.0,17.0,12.0,47.0,4.8,5093.0
CUST0684,Perempuan,Non-Member,Gold,Malang,Elektronik,29.0,36.0,101.0,405.0,2.8,40089.45
CUST0685,Laki-laki,Member,Bronze,Surabaya,Olahraga,41.0,21.0,77.0,319.0,4.0,24179.4
CUST0686,Perempuan,Member,Bronze,Bekasi,Buku,23.0,83.0,99.0,406.0,3.4,32800.2
CUST0687,Laki-laki,Member,Gold,Depok,Otomotif,47.0,43.0,101.0,415.0,3.2,46185.12
CUST0688,Laki-laki,Member,Silver,Bandung,Buku,21.0,,36.0,145.0,3.1,12629.51
CUST0689,Perempuan,Non-Member,Bronze,Bekasi,Buku,56.0,,83.0,332.0,3.6,21415.3
CUST0690,Perempuan,Member,Silver,Depok,Elektronik,23.0,4.0,41.0,157.0,3.4,14725.65
CUST0691,Perempuan,Member,Bronze,Bogor,Mainan Anak,48.0,37.0,37.0,155.0,,13241.97
CUST0692,Perempuan,Member,Bronze,Malang,Mainan Anak,40.0,1.0,100.0,382.0,5.0,28986.61
CUST0693,Perempuan,Member,Gold,Jakarta,Gaming,50.0,12.0,61.0,232.0,3.6,27549.3
CUST0694,Laki-laki,Member,Bronze,Jakarta,Gaming,36.0,57.0,40.0,164.0,2.8,195478.0
CUST0695,Perempuan,Member,Silver,Medan,Kecantikan,43.0,39.0,114.0,461.0,,41392.28
CUST0696,Perempuan,Non-Member,Silver,Pekanbaru,Travel,42.0,37.0,44.0,181.0,5.0,15473.48
CUST0697,Perempuan,Non-Member,Gold,Pekanbaru,Mainan Anak,22.0,69.0,86.0,347.0,,35552.23
CUST0698,Perempuan,Non-Member,Bronze,Semarang,Travel,22.0,50.0,99.0,393.0,3.4,27862.1
CUST0699,Laki-laki,Non-Member,Silver,Bandung,Mainan Anak,27.0,51.0,36.0,143.0,2.5,13361.38
CUST0700,Perempuan,Member,Platinum,Bekasi,Otomotif,34.0,15.0,42.0,165.0,4.1,24858.38
CUST0701,Laki-laki,Non-Member,Bronze,Palembang,Otomotif,,52.0,61.0,240.0,4.5,17816.7
CUST0702,Perempuan,Member,Bronze,Tangerang,Buku,59.0,60.0,13.0,52.0,,7488.11
CUST0703,Perempuan,Non-Member,Platinum,Yogyakarta,Gaming,28.0,35.0,48.0,186.0,4.7,26249.25
CUST0704,Laki-laki,Member,Bronze,Depok,Perabot Rumah,55.0,42.0,93.0,364.0,4.9,29756.58
CUST0705,Laki-laki,Non-Member,Silver,Yogyakarta,Travel,28.0,69.0,88.0,343.0,2.6,30699.65
CUST0706,Perempuan,Non-Member,Bronze,Bekasi,Mainan Anak,47.0,7.0,9.0,36.0,,3063.38
CUST0707,Perempuan,Member,Gold,Palembang,Mainan Anak,43.0,,19.0,74.0,2.7,9268.99
CUST0708,Laki-laki,Member,Silver,Palembang,Gaming,,78.0,75.0,292.0,4.9,30036.11
CUST0709,Laki-laki,Member,Bronze,Bekasi,Kesehatan,27.0,41.0,8.0,33.0,3.4,4833.72
CUST0710,Laki-laki,Member,Gold,Bekasi,Otomotif,53.0,62.0,118.0,453.0,3.9,55201.27
CUST0711,Laki-laki,Non-Member,Bronze,Batam,Buku,35.0,27.0,8.0,31.0,3.3,3281.66
CUST0712,Laki-laki,Non-Member,Platinum,Bogor,Fashion,32.0,18.0,2.0,8.0,2.9,2720.88
CUST0713,Laki-laki,Member,Silver,Semarang,Kecantikan,52.0,81.0,63.0,263.0,3.7,26363.0
CUST0714,Perempuan,Non-Member,Silver,Bandung,Mainan Anak,38.0,63.0,19.0,75.0,4.8,9532.45
CUST0715,Laki-laki,Non-Member,Bronze,Medan,Olahraga,32.0,21.0,94.0,362.0,2.5,24664.66
CUST0716,Perempuan,Non-Member,Silver,Malang,Perabot Rumah,22.0,29.0,61.0,254.0,3.3,20406.33
CUST0717,Laki-laki,Member,Silver,Malang,Travel,49.0,80.0,82.0,313.0,3.0,33391.5
CUST0718,Laki-laki,Member,Silver,Pekanbaru,Gaming,19.0,,52.0,204.0,3.5,20628.2
CUST0719,Laki-laki,Member,Bronze,Semarang,Fashion,35.0,61.0,47.0,187.0,3.9,16762.0
CUST0720,Laki-laki,Non-Member,Silver,Bekasi,Perabot Rumah,49.0,49.0,81.0,321.0,3.8,27292.0
CUST0721,Perempuan,Member,Platinum,Surabaya,Otomotif,,83.0,86.0,361.0,2.7,53556.91
CUST0722,Laki-laki,Member,Silver,Makassar,Makanan,39.0,5.0,29.0,117.0,4.7,10643.49
CUST0723,Laki-laki,Member,Bronze,Malang,Buku,42.0,31.0,30.0,115.0,3.9,10642.7
CUST0724,Perempuan,Member,Bronze,Batam,Elektronik,23.0,11.0,39.0,156.0,,12362.07
CUST0725,Laki-laki,Member,Platinum,Palembang,Kecantikan,54.0,71.0,52.0,200.0,2.7,33874.41
CUST0726,Perempuan,Non-Member,Bronze,Semarang,Mainan Anak,19.0,5.0,19.0,73.0,3.5,5388.96
CUST0727,Perempuan,Member,Bronze,Malang,Olahraga,38.0,62.0,110.0,447.0,2.6,34583.59
CUST0728,Perempuan,Member,Bronze,Jakarta,Fashion,41.0,34.0,31.0,129.0,4.8,92416.0
CUST0729,Laki-laki,Non-Member,Bronze,Palembang,Elektronik,56.0,37.0,55.0,222.0,2.9,15985.29
CUST0730,Perempuan,Member,Gold,Malang,Kesehatan,39.0,34.0,6.0,25.0,3.4,4917.47
